,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,Abundance: 131C,Abundance: 132C,p_value0Control_Mix1,fold_change0Control_Mix1,q_value0Control_Mix1,p_value0Control_Mix2,fold_change0Control_Mix2,q_value0Control_Mix2,p_value0Control_Mix3,fold_change0Control_Mix3,q_value0Control_Mix3
A5PLN9,176.98673995588683,173.91921043622523,175.03565497579166,175.49112564531205,178.95472201281672,170.14119134796053,179.81610429946926,169.83878334295392,172.5,180.4727129160418,182.93490352112948,181.56217521109392,0.7425851229226932,-0.019050394732188718,0.9998111793759804,0.8149646515686189,-0.012618988661291932,0.9999874507963832,0.5340642168833145,0.04194876106438703,0.9998602487567436
A5YKK6,8209.292840084428,8482.5397468949,8353.188218350615,8499.02748411587,8281.345970379723,8359.720803756492,8372.829616020223,8178.656527012777,8244.7,8203.252329663741,8496.676026008403,8515.488208873463,0.9720649885250268,0.002433846662699415,0.9998111793759804,0.8194618967018246,-0.015907261696097862,0.9999874507963832,0.7976786049802788,0.017872148372669528,0.9998602487567436
A6ND36,168.97732801555233,163.06096048434034,199.37380026757202,171.54837348323676,187.27046188330075,181.78159150578728,179.62642486455417,176.35895865167973,178.09999999999997,187.35971759283782,184.3220876236594,183.7047358451409,0.5896790743442133,0.07546604311935877,0.9998111793759804,0.8140470518474732,0.03140357134033583,0.9999874507963832,0.36474986223014916,0.1280664276065429,0.9998602487567436
A6NDG6,1929.134201593661,1990.2423316980733,1943.684081226587,1944.6272134282726,1930.2495387367571,1948.7305524493213,1997.324449655497,1994.0738558638031,1959.0000000000002,1954.830640730588,2119.7040076720828,2057.969166050922,0.7018279773686231,-0.060252717484858505,0.9998111793759804,0.9392392366157205,-0.011687827911119863,0.9999874507963832,0.8721628022861505,0.024645562042633306,0.9998602487567436
A6NDU8,925.1225189844753,1037.524504023208,971.9951107094683,984.8376429936695,857.8517250391344,912.8146671709466,904.6760648273402,848.8011350696656,906.3,861.0415365194324,917.1887887914829,856.3894208383414,0.6639747545357507,-0.07393007296818387,0.9998111793759804,0.47976191645658295,-0.12015443989035601,0.9999874507963832,0.5091109052752654,-0.10901194388883564,0.9998602487567436
A6NED2,234.68285782696884,222.3133072045398,248.58583618774435,225.89650622713737,211.15326679133096,208.96910146345107,222.3991374378984,215.24434151697216,214.5,217.23106317894133,241.10993682097677,211.1612535999654,0.12317725435870806,-0.0885999343206991,0.9415248458704011,0.04991432615305998,-0.15638426067545017,0.4090111943235942,0.2610990511639807,-0.080972483417039,0.9998602487567436
A6NEE1,34.80195807702861,35.00849553452542,32.374325340953156,29.454677916680126,29.337930263067722,30.934762063265552,33.28874082759162,25.687919589799233,24.0,28.211826386875494,26.09640092884359,30.868743949788254,1.9672015130083693e-05,-0.18707695399929522,0.0006970975281496458,0.0341362163441526,-0.31418830382824553,0.30027666770258565,0.0007717479877585426,-0.26514199081808404,0.008938153165412663
A6NFA1,7.442373926859478,7.301237036612253,10.638371684143,7.576268860458406,6.186910463640133,10.285011098353754,3.7935886983010385,13.98302656570111,9.9,7.633788316448662,5.89553243575204,6.18961960946911,0.7524179985707348,-0.08731036950631992,0.9998111793759804,0.937629109814831,-0.04617089629737577,0.9999874507963832,0.095184435112347,-0.3510790653659486,0.6237164707986135
A6NGR9,103.27179820413579,101.00044567313617,100.03130785017915,87.43632735896384,102.18381152850799,94.23940401747393,100.43526078752,97.17417899872063,95.6,105.5454210708989,86.17881236966952,91.01914989821883,0.8116492982115321,-0.1409122416040618,0.9998111793759804,0.934354888673935,-0.046740102191432875,0.9999874507963832,0.8794813189593238,-0.08435872498299417,0.9998602487567436
A6NHL2,138.92431330137694,145.7439239231446,139.9826029517809,172.7080064720824,163.65376065112608,155.79001307118784,129.83557319935306,151.6922713391508,168.8,131.01904077904825,138.2849152209486,155.3753230171861,0.4623833662144764,0.18183428892262374,0.9998111793759804,0.8186518893132637,0.05676100524236249,0.9999874507963832,0.889384010128268,-0.03424760157696157,0.9998602487567436
A6NHQ2,223.48385706083747,201.6264689341384,230.67663493530216,204.48195036645387,200.70869751400295,211.04204943676268,193.75754276572556,187.12117572752834,209.5,176.7387947177788,189.2639309889221,196.56009964942285,0.68395969349592,-0.03204591634600304,0.9998111793759804,0.29667159421131595,-0.09383602714523441,0.9999874507963832,0.0401048302711574,-0.15922123371274038,0.31500779805182144
A6NHR9,4511.212675703793,4465.73610952176,4687.465555158432,4539.112753805661,4364.499439543812,4649.622304137937,4753.271799253744,4702.146186197592,4634.4000000000015,4839.406912828645,4618.716168379682,4566.748960324843,0.8485591870621068,-0.013940126045117187,0.9998111793759804,0.5223097191450112,0.0467153567082669,0.9999874507963832,0.43043275672501,0.05835748830163297,0.9998602487567436
A6NIH7,206.33095715321846,186.8367836548469,196.92467872877657,202.2399932546856,195.71925359171257,193.10307659079683,194.42142078792827,184.84304218592533,207.70000000000002,197.06790490832145,199.5811127514882,187.98985711323488,0.28742250583873763,0.08781797156603267,0.9998111793759804,0.6256476134907859,0.05404942480369135,0.9999874507963832,0.7153019061697259,0.03313291366922277,0.9998602487567436
A6NJ78,372.11869634297386,342.3156902934745,397.44650471765897,379.1999873525355,336.62114995719423,374.1671091827455,337.72423386624996,359.70943058621003,331.6,370.4876612276443,346.44922960684056,315.7499541804819,0.7925413571804869,-0.027797529778728045,0.9998111793759804,0.5914210778111859,-0.054518849598889516,0.9999874507963832,0.8916634436402087,-0.01519791342692883,0.9998602487567436
A6NKD9,27.005185391747247,23.120583949272138,26.481126638226456,20.641467201453,23.151019799427587,22.563241401814825,31.01258760861099,25.76647591882002,30.6,29.871345586103466,32.68552541586058,28.250058730397477,0.33762661854217235,-0.17573199855707172,0.9998111793759804,0.24394187294647152,0.22048759149325348,0.9999874507963832,0.21366070256104053,0.21361861630226558,0.9998602487567436
A6NKF1,225.68112936305312,228.9593050199176,233.66150181070918,239.11632229997804,235.30217537521662,210.16503298651543,247.15230369431265,228.2061358054029,246.6,235.40279841048755,232.17993916094065,230.4442993063884,0.718228181336478,0.025753485652339383,0.9998111793759804,0.2731848846871662,0.08858776966998914,0.9999874507963832,0.9698382191223839,-0.0032928124751847514,0.9998602487567436
A6NMT0,332.922193661514,301.69085857693966,289.8382271068312,300.88610617249094,301.22936106841416,314.370533029526,275.13002034428285,245.56708451899814,294.6,269.33996603469956,288.3608953134013,274.40646935313055,0.8697725857738301,-0.0103193447981725,0.9998111793759804,0.05925705378613398,-0.1828385748472865,0.4694129547285068,0.023642042075616744,-0.14996185624659888,0.2047590349853024
A6NNY8,41.11025597693806,51.483081668419736,51.508087362793084,51.02385150920966,52.755053738350796,45.52512664465111,45.61790409706999,47.05524108345485,52.8,55.01306145440721,58.08833429343922,51.26274702201339,0.6553003243924398,0.056249467453929114,0.9998111793759804,0.8819258222839688,0.018699259102129478,0.9999874507963832,0.10336004731981728,0.1958459013662687,0.6583537162139332
A7E2V4,21.051286250259665,17.50424776726271,24.950425676479266,22.264953385836947,19.425568337450734,23.838901693083503,21.43377614540087,22.074328454842764,20.9,24.560884148573958,23.061935704559453,18.013380145506254,0.7475960949504405,0.05512376322912645,0.9998111793759804,0.814643544835421,0.03502688474129941,0.9999874507963832,0.8032879737815246,0.05008905016200179,0.9998602487567436
A8CG34,99.51517136486387,106.33596504604513,111.8942403037199,120.29259537625794,113.36016591443854,110.6635302675582,122.72259439003861,127.8111473168298,117.6,119.56835830437524,118.08404672785703,105.62030384876135,0.6998926878936865,0.058791609238303746,0.9998111793759804,0.12362641283817656,0.2317819930273508,0.773518723374824,0.7124951361720127,0.06506027220062444,0.9998602487567436
A8MPP1,270.12273366915684,283.43776598540904,281.64897696148375,276.3018868089627,248.54083324902723,257.8428363726825,254.54980165599972,262.29958260042696,258.4,273.73769191265364,262.0043973653333,247.90220076899357,0.8274494748971122,-0.019544831013922206,0.9998111793759804,0.17131586590888082,-0.1429868821999264,0.9413656474200347,0.49392191172548683,-0.05913339833306687,0.9998602487567436
A8MQ03,58.05051662950393,46.42837910461125,47.22212466990094,50.48268944774835,34.39390010432202,64.02220086804701,38.88428415758565,61.823830939363894,30.5,45.80272989869198,35.719990640144715,31.9797013155904,0.8167911454119982,-0.06508833723739915,0.9998111793759804,0.4019972361811811,-0.26520643309591296,0.9999874507963832,0.020835290297020307,-0.4274856739011715,0.18331744988242296
A8MT69,67.47752360352592,62.71575403243859,68.80500823053637,65.8671537664343,61.27037136572647,68.96538449671314,64.49100787111766,66.30154169354908,63.3,64.14041705016105,70.8330882354326,56.89688794858143,0.9296640497253429,-0.024955302856517186,0.9998111793759804,0.8803255335298232,-0.043419346091672605,0.9999874507963832,0.8679883120962113,-0.04509745192860537,0.9998602487567436
A8MTT3,118.01478655448601,121.50007273747059,106.76639208186678,109.39204528110861,109.3686107766062,114.0918673003428,108.1172779015796,107.54361442946526,101.4,109.36231522912323,111.2348252216157,120.22145779930388,0.9217032728166237,-0.005702350149654184,0.9998111793759804,0.1063397788610308,-0.10989141941959409,0.7019059323032868,0.7477994764090903,-0.028042146479223252,0.9998602487567436
A8MUU9,9.072608215600125,7.114025830545272,9.107670722395806,8.73590184930408,4.8563920843626835,6.378301456343413,15.933072532864363,5.263274044393114,1.0,23.48219666907578,14.045239038115154,2.142560634047,0.16962797188439227,-0.37308395682751244,0.9998111793759804,0.4221265710159574,-0.9364508647337506,0.9999874507963832,0.9332199363545683,0.08852502270429301,0.9998602487567436
A8MVM7,267.8545816152568,247.96124243571614,267.030782776798,258.4435387807393,261.7129652038739,260.8725295644456,277.5958529981785,240.22525414558424,269.8,262.9508171176719,291.4820595440935,257.4246924758691,0.9466198535435618,-0.0024637029666170207,0.9998111793759804,0.9251759627888338,0.006897838440081887,0.9999874507963832,0.4390759608382727,0.05125994699871642,0.9998602487567436
A8MW92,118.44006506459226,130.48621062868565,116.94555347748565,118.8237269237201,117.0856173764154,114.0121385321385,114.6612184061489,114.9279093574198,123.5,125.37667550167315,127.4475394199338,108.08028087303754,0.2782676258554335,-0.08989720352256794,0.9998111793759804,0.19567437947401933,-0.10940366702712546,0.9999874507963832,0.3538891214056764,-0.08542165806898896,0.9998602487567436
A8MW99,12.829235054872052,13.01117882165517,13.546703511462669,20.100305139991686,14.50265033412418,13.474161826525458,17.071149142354674,13.276019604513973,16.5,12.363418034248378,12.658054935585263,12.458593316495516,0.1376832553113131,0.26553361809475967,0.9998111793759804,0.037077669977299714,0.2419067371314488,0.3201111117533342,0.005297186158981611,-0.07128469489049098,0.05502118331603408
A8MXV4,510.61773113424454,465.12624147341387,503.75368651100155,483.18041201903094,435.74476921336407,520.4693988376225,449.72994018358816,568.2764841364148,433.1,521.3379564374668,464.53327633469746,441.60555290635375,0.8475036404374712,-0.03216804400483445,0.9998111793759804,0.6906433245463615,-0.07115877673549689,0.9999874507963832,0.7372039421701503,-0.05968888037439373,0.9998602487567436
A9UHW6,274.1628795151663,302.53330900424106,294.7364701844222,291.76365999357165,292.0487842513998,280.5655353109059,282.62235802342735,258.45032247840817,291.6,275.5631630318045,291.82885556972593,266.23299730472905,0.8626994859821522,-0.03278857003985279,0.9998111793759804,0.5889101504670771,-0.09416533580348091,0.9999874507963832,0.5787961338732917,-0.10361678852963369,0.9998602487567436
B2RTY4,83.63810698756365,87.989266851481,98.80674708078138,96.09492034234486,97.79310087689241,89.45567792521636,98.06426785108185,94.1890384959305,98.7,101.06471923298338,109.15404906782086,88.00369419104157,0.39091254624715754,0.06975613178334505,0.9998111793759804,0.14291541138675792,0.10874642883018144,0.8452248923570427,0.22861831159317525,0.13898928555003268,0.9998602487567436
B3KNS4,53.726851776756995,51.483081668419736,49.51817611252173,49.245747592979626,45.23762489543322,58.20200078913364,50.928928274691444,49.33337462505785,43.300000000000004,47.37927313795855,54.88047105633884,42.6131503882681,0.8812357373663166,0.04060031156215191,0.9998111793759804,0.38383781991813626,-0.23725129436441894,0.9999874507963832,0.7784205352290735,-0.098149966612268,0.9998602487567436
B3KU38,96.11294328401382,101.93650170347107,105.38876121629431,102.82079167764978,110.43302548002816,110.66353026755822,99.77138276531731,99.53086886934442,113.1,96.83294527495204,103.6920116641094,103.00161862937057,0.8957528454911898,0.053257308568801065,0.9998111793759804,0.9402392989392516,-0.030781784739674006,0.9999874507963832,0.9520882577182717,-0.0238660968801551,0.9998602487567436
B9A064,198.888583226359,258.9130979906345,196.15932824790292,250.86726992028085,175.0962187129121,177.71542432736834,171.18569001083438,177.69441624503318,179.7,260.4615383188299,234.34741432114362,94.03460560539611,0.6875111014936823,-0.1884191373649958,0.9998111793759804,0.45085871449155934,-0.3236768008996351,0.9999874507963832,0.5767472233519917,-0.2813391998652713,0.9998602487567436
