,Abundance: 126,Abundance: 127N,Abundance: 127C,Abundance: 128N,Abundance: 128C,Abundance: 129N,Abundance: 129C,Abundance: 130N,Abundance: 130C,Abundance: 131N,p_value_Mock_vs_Infected,fold_change_Mock_vs_Infected,q_value_Mock_vs_Infected
A3KGB4,1588.0,1665.0866450095998,1630.2570306498171,1687.582417962867,1706.1886792117184,1683.1734101995337,1671.2336640806034,1596.2487023296776,1659.8139384125636,1670.784518461276,0.8296699244029488,-0.011216025457153883,0.9955083543667829
A3KGW5,225.6,243.23753883175482,239.13817900179876,246.19794320056826,204.38718553057043,387.44035242143775,497.84687518441444,328.4397145604597,389.7554100444048,330.0354541677977,0.0004050063265630993,-0.3401719377710702,0.01532793174377268
A8Y5H7,1216.3999999999999,1206.5527898478294,1217.3968245440913,1288.5062385365654,1267.115917914576,1252.2873654174737,1138.4248725936457,1197.8655888724693,1224.621700391581,1241.4668596636204,0.5228810248273605,0.05800428067077955,0.9955083543667829
D3YZG8,11.5,9.02177403661172,13.202575696605857,14.63438147307774,13.287282868861102,12.299693727664692,11.714044121986221,14.184853282188476,13.224856375719018,13.738165081524976,0.4658233791493622,-0.09586200296747842,0.9955083543667829
D3Z2R5,177.4,173.428277597002,177.37697743801542,176.83778170723704,169.77254417156286,179.23827875717822,189.6774067444692,178.06517949981279,190.626858330007,186.9828166037789,0.31872916487594405,-0.09026221992410584,0.9955083543667829
D3Z3Y1,27.6,31.79518422611703,20.73624883421711,25.79735152696029,21.242726115185583,26.682400102756468,31.087270939117282,24.974395938321198,31.64519204189908,23.24305836467307,0.4000203412925536,-0.12232501689050804,0.9955083543667829
D3Z5L6,13.6,11.036344937991036,11.859940880001872,15.042782816512467,10.917576369955936,11.010209707828878,13.065664597600016,10.563188614395672,11.99683399797368,14.69664171511974,0.8395296021029738,0.025176384784214446,0.9955083543667829
E0CYQ0,568.4000000000001,544.5472736467482,550.3310931613447,577.2752989449875,598.0969938486713,593.1626491244747,591.3790120968891,548.6067458233639,615.239211250414,592.2586865087658,0.36264820129584996,-0.03661235879555095,0.9955083543667829
E9PYF4,2038.0,2015.621981849601,2026.4834831942821,2191.8900102141833,2162.018650751119,2176.0538790121614,2092.3084962501543,2082.532635328107,2160.4692154933546,2179.815483952896,0.3097214664515012,-0.048071142931229355,0.9955083543667829
E9PYR1,81.1,89.42943001340355,73.39736997435121,85.62814834014789,82.93972746168076,108.71342198000406,98.8485107832222,124.26836891364053,128.7534231436073,97.44512441546786,0.0001987982503842948,-0.43723805020553874,0.008150728265756087
E9Q2E4,224.3,243.41271891013562,238.09390747777343,237.75764876958394,237.7323412651645,258.29356828095854,254.64529760563894,229.5984496686145,272.809894379118,257.9899605425911,0.2625454713840262,-0.05380533603702915,0.9955083543667829
E9Q6R7,13833.4,13524.427591233682,13477.293698247662,14822.382224838859,13812.088225993633,14162.60137201365,14249.503918174287,13777.265104367292,14158.625699104607,14135.533519202807,0.2020253441350398,-0.042303918818982135,0.9955083543667829
E9Q735,244.8,244.28861930203965,258.7555654888459,235.51144138069293,240.9483715136787,248.07688720072093,267.89117826665415,275.32196609949864,266.5753192305648,261.98361318256934,0.01247928781092702,-0.15506526297073522,0.20779035641571925
E9Q912,3059.5000000000005,3022.1191221865456,2984.6771973106597,3000.5927371055163,3018.329020605493,3101.605832018929,3012.6719321114415,3116.7442520246896,2997.8860138558475,3037.092959650615,0.4798466074773312,-0.04085202595929343,0.9955083543667829
F6U5V1,400.79999999999995,421.6584486626098,408.3847567170456,431.067617995355,416.56054955754354,464.51182037623994,413.6859735695288,436.1842384272956,406.7587968131864,456.15500453830896,0.008441707911786991,-0.10630456342865197,0.1730550121916333
F8VQB6,1109.0,1133.590287202222,1067.3200883770237,1120.0406843697406,1164.7107442118884,1185.7301517782557,1154.193778142473,1150.6330454966712,1193.826677688121,1173.4948917311917,0.17345583854783386,-0.05720326916357025,0.9800402124830426
F8VQC1,3895.5,3912.8222307137744,3827.8518621379626,4045.5556411738385,3955.12477904768,4017.0402950239086,3959.8875614215885,3966.100067969347,3778.6248563224026,3967.2146595015356,0.9057110612083734,-0.00803386758912505,0.9955083543667829
G3X972,1850.1999999999998,1837.2886620579363,1801.5921514131144,1782.059262077434,1851.9256288943861,1738.422840895576,1631.4960220975574,1851.9533181452985,1716.3974310486758,1805.7699776925388,0.6625501570534372,0.024428813375555535,0.9955083543667829
G3X9X1,378.70000000000005,414.7388355665679,407.5642576624542,420.31304928490715,392.60958744360914,394.9788743835549,370.073686223057,403.58925641716036,373.69665587388886,397.1288185194313,0.19227011158528695,0.12184305752337236,0.9911060874494774
G5E8B9,204.39999999999998,213.01897531106505,219.96833745361965,167.64875147995568,220.8058662729848,204.13523944785433,225.0898632055506,201.90780522944874,235.96922304675792,217.4144497204127,0.3673957683721335,-0.05150009635979354,0.9955083543667829
O08915,2888.8999999999996,2761.4511655558995,2823.6356101413267,2687.6892411439417,2725.5856356157437,2720.4145175397734,2886.791011815943,2752.691501564267,2761.8223275492637,2735.412439226662,0.9531294673949496,0.005268730865042227,0.9955083543667829
O35127,506.1,453.89158308467887,459.3302889248524,480.48418055095703,496.79204102047555,476.9107051823535,464.2365793574847,461.08318301837113,478.0785579822425,474.12644141821085,0.9056073318418619,-0.01960214006108174,0.9955083543667829
O35144,462.59999999999997,463.61407743481396,463.88032913667706,445.293598124998,446.6896750436236,470.16571184782777,439.72719473302124,463.7994315192156,471.18274001490323,481.9540005925681,0.33778083418962157,-0.037871362531109606,0.9955083543667829
O35242,528.6,520.9855531045292,522.359534482095,505.8731307344826,497.1305705203192,543.3687277431225,532.8988995186654,524.4623147047453,508.11787460708996,531.7947855394959,0.5385620004331362,-0.03220598340663096,0.9955083543667829
O35245,170.10000000000002,179.64717037952076,181.1065185952487,178.67558775269336,178.48967879253544,204.03604836940542,218.15154476406647,181.76229551485125,227.5619929221937,213.0214318164367,0.00016293785884658835,-0.22908268901744563,0.008016542655252147
O35344,1492.5,1436.7394128402138,1434.8290740107925,1427.362695304373,1455.676849327458,1477.5503045749456,1520.4829270338114,1502.0099696198188,1504.8941922969977,1503.3705997933903,0.35207673568340936,-0.0783648442276607,0.9955083543667829
O35425,23.4,24.87557113007503,27.449422917237037,27.294823119554295,35.03780323381208,37.29584549678971,30.18619062204142,27.464290397428748,34.66801635634914,34.26553965101288,0.045883865884835236,-0.2530541366507846,0.4798016196079794
O35450,130.3,151.61835783859112,133.21921013637325,157.64291856580485,133.2113581884546,155.82918424323572,138.04550457602227,151.1290485331038,147.8350016285733,160.38509002152415,0.17384923803451746,-0.09174945267410645,0.9800402124830426
O35491,70.7,65.51734931442297,73.09900668177255,69.36016149333123,58.480971097981026,61.39927755987456,75.24020647583458,67.98166386836073,64.61286972137006,75.55990794838738,0.4951770887937632,-0.049757075610713804,0.9955083543667829
O35551,2502.8999999999996,2446.214614509632,2410.029495804154,2529.637921234703,2462.5482142372703,2622.909687424495,2611.420866917559,2523.319405937389,2603.5019040799416,2628.302675422447,0.026905402453014655,-0.07003998234456796,0.31517757159245735
O35609,1026.3,1012.2780829235112,1032.5607647916097,1020.1184890093771,1029.0450471495678,1012.2449555711144,1048.4069489177668,1021.7621444010443,1090.4838714378595,1055.2827735878373,0.6645085340517723,-0.05105986813672957,0.9955083543667829
O35623,80.0,79.794525702459,85.40649250064241,96.04238259773345,84.12458071113335,88.18086874107993,92.2706244685684,81.11019828910963,82.08857278928448,85.78365870673153,0.6328285303678363,-0.029133799609500688,0.9955083543667829
O35640,3209.9,3061.3594597438464,3117.3742716850206,3204.4530743700175,3028.0617437259957,3147.7296834976723,3214.333707073019,3015.6394467154732,3170.1869997795015,3062.971828757673,0.9619186909392764,-0.002778259508413259,0.9955083543667829
O35680,517.9,533.7736988263284,528.3268003336683,474.15395972771876,508.3866763901187,500.5181818531938,488.7459639819482,460.78137762938843,516.7140312513073,487.3853681829384,0.6335228007306416,0.03711047163215252,0.9955083543667829
O54818,208.3,177.4574193997606,178.1228856694621,193.44610300691596,177.22019316812197,194.9104691521058,175.53044576637814,182.06410090383397,192.32719700688514,169.4107449878749,0.5287174995485086,0.034475421168351186,0.9955083543667829
O54864,248.0,249.19366149670233,254.87684268532325,225.50560846654207,247.8035938855115,241.0343206308484,255.9068100495452,248.7630918690181,250.61102831987537,250.4020205266326,0.6447531356759689,0.018988984433274566,0.9955083543667829
O54879,1368.8999999999999,1452.768390012058,1560.4400201864098,1370.799109238663,1394.1491127308848,1340.3690430801046,1510.3908274825621,1378.1188574424068,1474.5714858926704,1352.0111647382168,0.758425966519351,0.03825504433210776,0.9955083543667829
O55023,2925.8999999999996,2854.909737372062,2799.542774265599,2836.4153970447555,2897.473989161329,2824.862723146474,2653.2309936298793,2822.634900461015,2671.7043776747214,2729.022595002697,0.38157533085886297,0.07420549007757603,0.9955083543667829
O55033,296.20000000000005,250.41992204536803,272.33109530117514,260.69619089250114,244.24903413715373,283.884866520777,278.7942501032721,272.68116894589974,268.0867313877898,268.453330459334,0.6975622049971105,-0.06110920173416807,0.9955083543667829
O55098,1556.6,1600.445196087081,1562.5285632344603,1607.195420196798,1651.9393268617823,1627.9239795034914,1664.115129575704,1556.787647720185,1634.308858259391,1663.1167053925178,0.3088186049892838,-0.04857018238519867,0.9955083543667829
O55222,4313.699999999999,4149.66569668463,4328.430876261815,4299.853544352529,4272.242288026168,4239.426692906362,4273.914051922526,4208.374343975237,4250.8466921954,4277.281850469442,0.9955083543667829,0.0004027294334535882,0.9955083543667829
O70139,3.5,4.467091998710657,4.32626774239062,2.450408060608366,3.3852949984359495,5.653891471587802,6.397670251238629,4.979788918215103,5.667795589593865,5.910605907167723,3.645491138676077e-05,-0.6853703517361355,0.002522157239273415
O70172,170.6,177.63259947814146,154.99973049461565,146.88834985535703,164.01754267422174,187.57032934688658,185.1720051590899,173.08539058159766,181.65284864648336,182.82941785820157,0.9204757844690468,-0.009889677417398586,0.9955083543667829
O70230,103.2,91.44400091478286,112.93050624102412,101.96420207753698,120.4318695693589,118.43414766799711,120.11400626621257,120.87305828758477,121.66867865661496,121.72653246653525,0.20228592315414895,-0.09967248078500175,0.9955083543667829
O70251,5597.299999999999,5398.612065500614,5380.310664247893,5320.516568486485,5574.649906299438,5342.431485258229,5369.177177328239,5391.526920134797,5290.887182885872,5254.8481436833035,0.8311709962794107,-0.014339735421888872,0.9955083543667829
O70318,11544.8,11295.523863955445,11513.98864225691,11929.062907275533,10963.870279059549,11340.416807985293,11935.52966392347,11170.270154334441,11719.300940603236,11135.901021315189,0.8825501700486764,-0.006444372382533138,0.9955083543667829
O70338,49.2,54.04305418047991,55.86852653535474,54.793846910825955,48.91751272739947,64.2758188348929,48.11768893185109,49.72243783490535,53.18281528235576,53.99418369250514,0.7188277336263205,-0.02986727685632342,0.9955083543667829
O70404,1104.6999999999998,1041.3579759347256,1043.6747974401649,1026.1083753797532,1099.6284478669572,1078.008640582741,1039.035713620178,1074.6535388202683,1074.4251172673437,1042.6628312455061,0.9842530997658311,-0.0019941533542851067,0.9955083543667829
O70494,265.3,271.87948164701726,276.50818139727636,321.6841248454204,281.1487496201056,288.0508918156312,296.81585644478935,289.6577220761785,302.18796818517956,305.59430001113117,0.5532276371515965,-0.11962394543808706,0.9955083543667829
O70591,1687.7,1632.4155603915788,1743.3367185371305,1752.450164678416,1741.5650119453742,1630.0069921509184,1743.41019747838,1651.1018317772894,1774.397872582186,1659.5224180165374,0.8985292904178098,0.012682709534002377,0.9955083543667829
O88384,309.79999999999995,327.14879637616286,342.96860481917366,329.9882854952599,317.1175089784876,355.3024430039913,322.40653744974384,333.0422467424464,333.64423370742554,323.2462446798348,0.9104238089021935,-0.015064470102856628,0.9955083543667829
O88572,581.3,601.3932090813211,586.5822332096524,582.7887170813563,577.5313267331729,585.6241271623575,623.6376874482049,586.6342248351883,663.4154737619618,621.5720968862056,0.0013604676493639964,-0.09772182270608758,0.04462333889913908
O88697,56.5,51.06499284800614,57.43493382139271,52.547639521934954,52.725969600639914,53.95994667620639,58.570220609931106,49.64698648765966,50.82123378669166,55.03253337889947,0.6610750496147187,0.03606745417361616,0.9955083543667829
O88700,29.5,31.182053951784198,36.84786663346493,35.66705065996621,33.5144204845159,30.451661083815004,37.755265285478664,31.91591988492407,36.651744812706994,39.37741503018496,0.6980483751629236,-0.05201597399369919,0.9955083543667829
O88842,255.89999999999998,291.7624205432392,265.39414874872114,307.32201093463254,271.24676174968045,319.09769937013965,278.7041420715645,308.2942048458623,278.09983692940557,317.01614656146876,0.3740721819398458,-0.08013684625362323,0.9955083543667829
P09450,493.0,498.38732299340467,518.7791749711511,506.41766585906225,564.6672057391164,755.8360177806852,779.4344742706218,761.0777396672082,797.9311557549896,801.9254501076208,4.069713494827224e-08,-0.5794654628406022,4.0045980789099884e-06
P0DMN7,156.3,136.81564121541268,135.60611647700256,135.52117912975712,143.95966980848877,144.91816561385576,123.53811147110085,136.86874390366967,131.3983944187511,142.73314535282054,0.8721819863900944,0.02118351218004184,0.9955083543667829
P10833,622.7,597.2764772393721,608.8848893299074,638.2632328979067,648.537889325367,649.8999459972505,680.4958554556919,612.7403909821948,662.7542309431759,676.0455188955082,0.19186568692743444,-0.11273682523461385,0.9911060874494774
P10923,366.5,365.42564350236984,359.30399508785547,353.81169719561905,348.516120088981,447.35176380457875,427.1120702939591,398.2322107627169,424.8957426998867,440.1803939783962,0.0013074215014969223,-0.2503812257143648,0.04462333889913908
P11087,11361.5,11088.461011309326,11315.054916930088,11594.582207002488,10973.772266929973,11019.236095967728,11573.836024649216,10867.785703226498,11544.638373183918,10895.243513230102,0.9169816342890814,0.004088833225225267,0.9955083543667829
P12265,184.3,220.81448879901112,172.08102899474414,123.20107193614282,97.66576070487713,155.23403777254228,91.09922005636977,158.22147517419805,109.19952835950846,126.03967731771172,0.07504582294904126,0.2960522614757414,0.6258058456089542
P13595,2039.1000000000004,2015.7971619279817,1979.7150370825768,2213.058813182217,1993.6848569538915,1990.2689890773554,2051.579665918325,1959.3960366231515,2029.3542108540835,1995.8678433555006,0.8881777721509586,0.008312929959854708,0.9955083543667829
P14152,2995.9,2846.5010936097833,3019.0635667803513,2936.4056592956917,3091.282127821787,2675.3817679239683,2884.6284190549604,2794.189742549393,2829.5524848449104,2796.435451565529,0.21972135143980753,0.08811478457567977,0.9955083543667829
P15066,357.5,339.2362217844387,376.53447523427326,356.19403836565493,376.02164195127307,361.65067202472153,366.2891488913384,357.7148372917849,399.5795890663675,373.80588710195866,0.8687635289204423,0.029887410468878446,0.9955083543667829
P15314,41.1,47.736571358770746,33.71505206138897,44.31154576266795,41.72376085572307,62.88714373660818,72.98750568314492,67.60440713213231,76.60970371934374,88.7389616603154,4.711363905397857e-17,-0.849809378835325,7.726636804852486e-15
P16330,211.1,219.32545813277426,237.27340842318213,231.0190266029109,221.56755764763284,216.83169748931465,218.42186885918926,219.6388718321843,222.6499034112123,217.65406887881142,0.6554313769773611,0.022985933616710173,0.9955083543667829
P19096,20440.399999999998,20369.063613728693,20108.865420747326,21079.226940040033,20160.362671810646,19994.144065103443,19832.77777883975,20524.200026423547,19447.34022701447,20226.17328738075,0.6080891212828364,0.012749285914744732,0.9955083543667829
P20060,1834.2999999999997,1795.9461635600649,1761.6860610307183,1722.160398373674,1809.7787061638585,1868.3631536636465,1781.345678827274,1806.30525306166,1704.0227440113954,1762.3989100223757,0.8361708673461149,0.008852518548042714,0.9955083543667829
P21981,4454.4,4383.969051518963,4478.731384898318,4405.833692973842,4321.244433128528,4500.1008470700945,4471.5209654572645,4392.9283393381775,4363.919214207796,4350.046201569845,0.876154447884258,-0.009240766842953796,0.9955083543667829
P23198,2570.4999999999995,2391.2956599372483,2690.341809181808,2394.3890096672353,2487.5147648507354,2298.3564787396663,2739.194055878916,2300.888834257115,2602.9351245209828,2195.071237037613,0.9088800833965052,0.017983465756083207,0.9955083543667829
P26043,5517.6,5450.377778662145,5351.220243221474,5575.971608804908,5552.053062184878,5544.880476372451,5452.617214689463,5504.628489656076,5525.911773334365,5649.3411514603495,0.8867748796212033,-0.007334225309814881,0.9955083543667829
P26187,32.2,33.72216508830594,28.792057733841023,35.326716207103935,36.98434785791275,27.971884122592282,31.53781109765521,29.652379467553565,28.338977947969326,36.741604287799355,0.21699773351136575,0.11693860922088302,0.9955083543667829
P28033,399.7,421.6584486626099,450.97611673264987,412.4853568690749,415.4603286830519,555.7676125492361,600.1194911725249,502.581424003497,578.3985399180539,551.6033026337877,1.830642185713235e-18,-0.44405607006746733,4.503379776854558e-16
P29391,667.4000000000001,686.4431371352042,651.0287044066437,661.4740425831137,622.3018530874884,609.0332216763001,488.47563988682543,646.1653378120324,534.0952710593951,557.8334007521537,0.209154001316203,0.24628886698742156,0.9955083543667829
P30051,84.8,79.794525702459,75.56050384554652,69.15596082161387,72.69921009141201,74.49249991513051,57.3087081660249,81.71380906707509,68.39140011443264,79.39381448276643,0.2891941907449106,0.1265954338637848,0.9955083543667829
P31725,72.0,60.34953700218908,77.42527442416316,64.9358136061217,67.28273809391449,65.3669206978309,67.9414559075201,65.71812345099022,76.51524045951717,61.10288539166632,0.7924249527871028,0.02145263931049062,0.9955083543667829
P31750,1481.0,1485.6146547084597,1479.8073403670257,1565.5384831664558,1447.2136118313686,1508.3987299725563,1395.1426549285588,1451.7593723541938,1459.2684378007668,1549.0579859947406,0.9318315342858534,-0.005997523298931232,0.9955083543667829
P32020,1837.1000000000001,1978.4838052328691,1793.909296629214,1944.1945954210205,1868.3443096368003,1919.5457501432834,1888.123696400764,1928.0082761689473,1785.4500739818939,1930.2920670070587,0.9575012499633417,0.003977130057227667,0.9955083543667829
P32200,61.1,78.65585519298372,67.05715000705462,76.84751945630124,49.59457172708666,69.8305192280318,76.32150285632562,80.28023346940712,60.73987606848092,77.39698816277735,0.3136970388089817,-0.14232297114663642,0.9955083543667829
P32921,3484.9,3406.9897543891852,3380.4561049162567,3402.663859717006,3539.2412884898245,3467.224147181608,3327.77971899287,3436.9597697353693,3417.586277265274,3437.0173350180303,0.8754646135972001,-0.010346041596674103,0.9955083543667829
P33609,3453.0,3583.045733161899,3555.2224035442096,3368.4942806496333,3537.8025381154885,3596.2717402436374,3526.467928908098,3526.5959702632413,3538.3103233236234,3582.5460372188363,0.31386967355907613,-0.05250601715318563,0.9955083543667829
P35279,1161.9,1192.4507935381744,1149.0716305435778,1197.3646720600486,1187.7307502012527,1223.9187169810857,1230.425172967091,1231.1396330078157,1238.8856526253924,1235.9556190204505,0.3759116107303131,-0.061333650492501404,0.9955083543667829
P35288,665.5,596.400576847468,625.9661878300358,649.1539353894996,628.9878107093995,614.6871131478879,656.4370109897662,654.4649860090576,653.4968314801727,619.2557783550182,0.6583223834058065,-0.051923989210459015,0.9955083543667829
P35700,7081.5,6936.167613448985,6863.623773302718,7236.4634043199385,7081.529342478241,6882.769742491333,7073.120056918695,7002.865891913611,6964.870610272421,7131.625265314654,0.9384586142209297,-0.004785294585936225,0.9955083543667829
P36536,958.0,977.7676074824913,1056.1314649053238,1112.3491257350531,1204.6572251934326,1017.5020827289065,1028.0425337518523,1047.7174078535593,1043.5356313040572,1066.5448740325755,0.6157899105384528,0.05007210732334975,0.9955083543667829
P39061,895.1,913.8268788734958,882.0364836856738,924.6206415362233,883.3080974669001,948.7626653638127,957.3978368931047,917.7147365492469,903.8244700205684,948.2528828364216,0.6908335388928213,-0.028700511826646395,0.9955083543667829
P40237,336.4,299.0323937960428,346.99650926898556,304.259000858872,292.06632599006156,290.82824201220063,332.6788530644087,317.876525946064,311.3509043883563,267.894219089737,0.5498501631042648,0.0505399326262881,0.9955083543667829
P41216,964.1999999999999,930.3813962804824,945.9608191206526,938.5743541035764,944.8358340634736,951.5400155603822,1004.794661571295,960.0429423540754,944.6325982656442,964.6268586603322,0.58519976012759,-0.032729983993160204,0.9955083543667829
P45878,1067.8999999999999,1116.5978195992834,1191.2900364434586,1755.7854423164665,1246.4656184241167,1217.5704879603556,1175.1889495303408,1059.8650747601143,1049.7702064526104,1195.6197273566709,0.7236021111715027,0.050555163417416796,0.9955083543667829
P46664,3480.7,3473.820954291464,3459.969922388471,3545.1959285757257,3592.5596847151905,3516.621304249164,3455.8232320493507,3508.8649036605057,3433.078251876831,3495.4045366145115,0.8060696701565879,0.019630715273620244,0.9955083543667829
P47757,3028.9,2997.15596101728,3040.5457238460144,3169.194425053486,3028.9926998505657,2956.985239640421,3033.937427594432,2927.2104677435323,2999.5863525327263,3031.4219729018455,0.9946075346219783,-0.00045554977442379665,0.9955083543667829
P49452,421.79999999999995,503.4675452664481,496.252746381462,457.9540397714746,448.5515872927632,488.41687028242694,463.7860391989468,433.7697953154338,512.3687212992855,479.2383167973829,0.8489902912978975,-0.01974575052045537,0.9955083543667829
P50295,59.0,64.3786788049477,61.462838271204674,53.43250909937686,69.31391509297606,68.93779952199162,58.209788483100766,63.756388422602456,53.84405810114172,66.53425298203666,0.7122531781244715,0.034874057800385924,0.9955083543667829
P50518,2157.7000000000003,2115.5622165658524,2138.817262850149,2095.5072931635873,2175.898360244706,2083.6077938977783,2224.406870733476,2125.4644519109006,2120.889109626024,2093.792206087766,0.7828022962066663,0.0214592117361734,0.9955083543667829
P51612,25.6,25.313521326027058,27.30024127094771,29.813298070735115,24.20485923881704,31.74114510365082,24.599492656171066,27.464290397428748,27.772198389009937,30.9108714334312,0.209168898787787,-0.10561541092228861,0.9955083543667829
P52482,178.9,191.82218582698704,180.7335644795254,205.22167507595066,167.7413671725013,202.25060895732506,173.09752891027335,193.985413768652,173.9068613407051,184.66649807259154,0.9827153279481664,-0.0015151090309874996,0.9955083543667829
P54728,1809.7000000000003,1715.275737465702,1776.6788164827963,1763.1366664982916,1732.1708183247147,1784.4475012958694,1862.3527993323942,1791.9694970849803,1814.0724417093431,1784.2042534366565,0.34114206011168513,-0.06811722525215631,0.9955083543667829
P54797,63.2,59.1232764535234,62.283337325796,76.57525189401142,64.65913447012663,69.83051922803179,68.93264425630355,61.945556088706056,62.06236170605282,67.89209487962924,0.7519632166404177,0.023553074337037714,0.9955083543667829
P56183,2252.3,2319.296647722735,2311.2712459606164,2295.828152118321,2236.749037841593,2375.527137772917,2402.5504494193738,2304.7368529666446,2440.3638543594648,2336.6861596512394,0.6106265457577782,-0.05001355136188595,0.9955083543667829
P56394,383.6,370.2430956578421,375.04265877138,380.4258514094488,402.5962076889953,374.5455122230797,373.67800749136046,381.2556576324381,370.3904417799591,383.94976480750324,0.792218618807075,0.031222918390721402,0.9955083543667829
P56542,263.3,269.1641904321147,257.1891582028079,265.8692745760077,286.9037511174467,279.3220769121272,231.12710132995892,259.5526345251508,255.52311783085673,279.7154309040725,0.8039931852202443,0.061788106735011374,0.9955083543667829
P58802,536.3,514.9418404003912,522.2849436589504,564.342589736221,538.3465371262769,557.4538608828675,576.78151096026,520.6142959952153,563.4733448654569,536.906660918668,0.6485787911709191,-0.05976827843864691,0.9955083543667829
P59024,70.69999999999999,70.07203135232405,79.81218076479247,71.8105695539396,69.82170934274146,73.59978020909034,75.69074663437252,71.15062045267942,82.46642582859073,76.03914626518475,0.31477387968628945,-0.0544566792687113,0.9955083543667829
P59108,1120.6000000000001,1088.4814170191637,1084.028432761429,1004.5992379588575,1119.2631588578856,1071.561220483562,1124.2779116155546,1096.6098808687623,1126.9466897309135,1105.3631776931636,0.6650654852095096,-0.05016845999991435,0.9955083543667829
P59268,32.0,31.269643990974604,28.86664855698569,37.913258048857216,29.198169361510065,32.33629157434427,34.15094401717521,29.42602542581652,31.267339002592824,24.600900262265657,0.509580779943848,0.07105574712469931,0.9955083543667829
P60330,737.0000000000001,718.3259114005117,733.0040190426314,762.2130406303467,720.6446727920527,774.5831316075288,747.7164471095514,784.7694627023528,756.7451744706076,771.8133092021852,0.0390411960573202,-0.06456062001019092,0.42685041022670084
P60487,290.9,281.86474611472346,276.8811355129997,300.651455658532,294.2667677390449,295.0934583855037,280.1458705788859,301.8053889827335,299.1651438707295,303.2779814799438,0.10423742449287077,-0.06096327739323255,0.7326401835784632
P61021,733.8000000000001,691.9613096041999,735.3909253832608,773.9205458088088,706.0879042987782,724.7892102261768,797.5461886438467,670.0834148889139,708.28552217958,702.0042610553664,0.9453368080955838,0.014096829117010564,0.9955083543667829
P62754,4147.499999999999,4811.1456726505685,4781.4955360425165,4115.528404682323,4016.0600890195274,4098.178597195117,4366.184676391095,4195.773968985208,4270.1171972000175,4120.890413087896,0.45340055649949296,0.05189181690928868,0.9955083543667829
P63011,219.20000000000002,224.49327044500814,224.51837766544426,218.154384284717,211.58093740224686,247.97769612227196,233.83034228118652,230.27751179382562,226.33397054444833,230.4337573267416,0.0976426207329743,-0.07296073852696743,0.731303713849707
